Day,Department,Section,course code,course name,teacher,time,room
Tuesday,ENG,ENG-31A,BAG 201,Intr. to Bengali Literature,SKT,1.30pm-02.55pm,116
Tuesday,BFT,BFT-33 A,PAT 212,Draping I: Basic Foundation (Theory+Lab),MFC,1.30pm-02.55pm,D105L
Tuesday,JRN,JRN-32A,BPJ 307,Mass Media Research,PKS,1.30pm-02.55pm,D305
Tuesday,JRN,JRN-31,BPJ 401,Depth Reporting,MPC2,1.30pm-02.55pm,221
Tuesday,JRN,JRN-30,BPJ 403,Broadcast Tech.s & Technology,MDA,1.30pm-02.55pm,204
Tuesday,MJR,MJR-35+36,BPJ 623,Disaster Management,TAE,1.30pm-02.55pm,M.LAB
Tuesday,BTE,BTE-31+32,EEE 441,Elements of Micro. Robotics Control Engineering,MRI2,1.30pm-02.55pm,112
Tuesday,CEN,CEN-31,CEN 363,Hydrology,MJA2,1.30pm-02.55pm,CL1
Tuesday,CEN,CEN-29,CEN 415,Prestressed Concrete,ADA,1.30pm-02.55pm,CL2
Tuesday,LLB,LLB-33B,CLU 253,Constitutional Law of UK and USA,SSC,1.30pm-02.55pm,307
Tuesday,CSE,CSE 36-B,CSE 111,Com. Fund. & Programming Tech.s,CF-2 (New),1.30pm-02.55pm,D301
Tuesday,CSE,CSE 36-B,CSE 112,Com. Fund. & Programming Tech.s Lab,MAE,1.30pm-02.55pm,B601L
Tuesday,CSE,CSE 32-A,CSE 222,Database Management Systems Lab,MRB,1.30pm-02.55pm,D202L
Tuesday,CSE,CSE 31-C,CSE 317,Theory of Computing,MTM2,1.30pm-02.55pm,111
Tuesday,CSE,CSE 31-B,CSE 321,Software Engineering,MOR (GT),1.30pm-02.55pm,213
Tuesday,CSE,CSE-30-A,CSE 341,Artificial Intelligence,MFJ1,1.30pm-02.55pm,208
Tuesday,CSE,CSE 32-A,CSE 414,Micro. and Assembly Programming Lab,MTM2,1.30pm-02.55pm,303L
Tuesday,CSE,CSE-30-B,CSE 421,Com. Graphics,MFF,1.30pm-02.55pm,113
Tuesday,DBA,BBA-35-B,MAT 100,Business Mathematics I,FAH,1.30pm-02.55pm,218
Tuesday,EEE,EEE-33,EEE 252,Electrical Machine Lab,MSM,1.30pm-02.55pm,105L
Tuesday,LLB,LLB-36A,ENG 101,Composition,AHF,1.30pm-02.55pm,118
Tuesday,CEN,CEN-35,ENG 102,Public Speaking,MFT,1.30pm-02.55pm,D102L
Tuesday,ENG,ENG-30B,ENL 405,Literary Theory II,MHC,1.30pm-02.55pm,B204
Tuesday,ENG,ENG-35,ENL 101,Intro. to Literary Genres and Terms,MMI,1.30pm-02.55pm,218
Tuesday,ENG,ENG-33A,ENL 204,Eighteenth Century Literature,MRF,1.30pm-02.55pm,211
Tuesday,LLB,LLB-35B,HIL157,Hindu Law,RRS,1.30pm-02.55pm,D301
Tuesday,EEE,EEE-36,HIST-101,Hist. of the Emer. of Ind. Bangladesh,FSC,1.30pm-02.55pm,D201L
Tuesday,JRN,JRN-36,ENG 101,Composition,MIA,1.30pm-02.55pm,D304
Tuesday,LLB,LLB-31,CRP 454,Code of Criminal Procedure I -,MRI3,1.30pm-02.55pm,112
Tuesday,LLB,LLB-34B,LOC155,Law of Contract,MSA,1.30pm-02.55pm,305
Tuesday,CSE,CSE 31-C,MATH 335,Mathematical and Probabilistic Analysis,CF-1 (New),1.30pm-02.55pm,111
Tuesday,BTE,BTE-34,MECH 322,Elements of Mechanical Engineering Lab,CMA,1.30pm-02.55pm,101L
Tuesday,ENG,ENG-34,MGT 200,Principles of Management,MPC,1.30pm-02.55pm,219
Tuesday,DBA,BBA-36-A,MKT 200,Principles of Marketing,MPS,1.30pm-02.55pm,312
Tuesday,DBA,BBA-33-D,MKT 300,Marketing Management,MIA2,1.30pm-02.55pm,211
Tuesday,LLB,LLB-32A,PEL 451,Penal Laws I.,MZK,1.30pm-02.55pm,117
Tuesday,LLB,LLB-33B,PIL 258,Public International Law I,MAT2,1.30pm-02.55pm,308
Tuesday,BTE,BTE-30-WPE,TEX 480,Maint. of Wet Processing Machinery,KSM,1.30pm-02.55pm,302 L
Tuesday,LLB,LLB-31,ADR 453,Alternative Dispute Resolution and Trial Advocacy-,MRI3,3.00pm-4.25pm,315
Tuesday,JRN,JRN-34,BPJ 208,Journalistic English,TAE,3.00pm-4.25pm,116
Tuesday,JRN,JRN-32A,BPJ 307,Mass Media Research,PKS,3.00pm-4.25pm,D304
Tuesday,JRN,JRN-35A,BPJ 614,Development Journalism,MSZ,3.00pm-4.25pm,MLBA
Tuesday,LLB,LLB-32A,BSL-359,Banking and Security Law.,BAA (GT),3.00pm-4.25pm,308
Tuesday,DBA,BBA-33-D,BUS100,International trade,MTY,3.00pm-4.25pm,211
Tuesday,CEN,CEN-32,CEN 312,Structural Analysis and Design Sessional I,ADA,3.00pm-4.25pm,CL2
Tuesday,LLB,LLB-33A,CLU 253,Constitutional Law of UK and USA –,SSC,3.00pm-4.25pm,221
Tuesday,CSE,CSE 36-B,CSE 112,Com. Fund. & Programming Tech.s Lab,MAE,3.00pm-4.25pm,B601L
Tuesday,CSE,CSE 31-B,CSE 321,Software Engineering,MOR (GT),3.00pm-4.25pm,213
Tuesday,CSE,CSE 32-A,CSE 414,Micro. and Assembly Programming Lab,MTM2,3.00pm-4.25pm,303L
Tuesday,CSE,CSE-30-A,CSE 421,Com. Graphics,MFF,3.00pm-4.25pm,208
Tuesday,DBA,BBA-32-C,FIN 300,Financial Management,MKI,3.00pm-4.25pm,111
Tuesday,EEE,EEE-33,EEE 252,Electrical Machine Lab,MSM,3.00pm-4.25pm,105L
Tuesday,ENG,ENG-35+36,ELIT 521,Shakespeare I,MBS,3.00pm-4.25pm,307
Tuesday,ENG,ENG-36A,ENG 101,Composition,MJA3,3.00pm-4.25pm,219
Tuesday,ENG,CEN-35,ENG 102,Public Speaking,MFT,3.00pm-4.25pm,D102L
Tuesday,ENG,ENG-35,ENL 103,Elizabethan Drama,AHF,3.00pm-4.25pm,318
Tuesday,JRN,JRN-35,HUM 101,Bangladesh Studies,ASR,3.00pm-4.25pm,214
Tuesday,JRN,JRN-30,BPJ 414,Magazine Editing & Display,MDA,3.00pm-4.25pm,B205
Tuesday,LLB,LLB-34B,LET252,Law of Equity and Trust,MSA,3.00pm-4.25pm,D305
Tuesday,LLB,LLB 36A,CJP 416,Jurisprudence,RRS,3.00pm-4.25pm,117
Tuesday,LLB,LLB-32B,PEL 451,Penal Laws I.,MZK,3.00pm-4.25pm,212
Tuesday,LLB,LLB-33A,PIL 258,Public International Law I,MAT2,3.00pm-4.25pm,118
Tuesday,DBA,BBA-34-C,ACC201,Cost Accounting,MAA,4.30pm-5.55pm,208
Tuesday,BFT,BFT-31,BUS 411,Apparel Merchandising Management,PMA,4.30pm-5.55pm,B204
Tuesday,LLB,LLB-32A,BSL-359,Banking and Security Law.,BAA (GT),4.30pm-5.55pm,118
Tuesday,BTE,BTE-30-AME,TEX 494,Special Apparel Production,MTJ,4.30pm-5.55pm,C 602 L
Tuesday,DBA,BBA-35-A,BUS 200,Business Communication,MJN,4.30pm-5.55pm,218
Tuesday,DBA,BBA-33-B,BUS 300,International Trade,MIA2,4.30pm-5.55pm,305
Tuesday,BFT,BFT-30,CAD 412,CAD II Lab,MAI2,4.30pm-5.55pm,223L
Tuesday,BTE,BTE-32,CHEM 222,Color Chemistry Lab,KSM,4.30pm-5.55pm,302 L
Tuesday,CSE,CSE-29-D-A,CSE 443,Mobile and Telecommunication,MEC,4.30pm-5.55pm,D301
Tuesday,DBA,BBA-29-B,MGT 303,Operation & Management of NGOs,MAR2,4.30pm-5.55pm,306
Tuesday,EEE,EEE 33,Math 215,Linear Algebra,MOG,4.30pm-5.55pm,204
Tuesday,ENG,ENG-35+36,ELIT 521,Shakespeare I,MBS,4.30pm-5.55pm,D305
Tuesday,ENG,ENG-35,ENG 200,Advanced Reading Strategy & Writing,SKT,4.30pm-5.55pm,219
Tuesday,LLB,LLB-34B,FLB-251,Fiscal Law Of Bangladesh,MRI3,4.30pm-5.55pm,221
Tuesday,CSE,CSE-32-D-A,Math 415,Numerical Analysis,MSR,4.30pm-5.55pm,116
Tuesday,LLB,LLB-33A,MEL 352,Mercantile Law-,MSH4,4.30pm-5.55pm,117
Tuesday,DBA,BBA-36-B,MGT 200,Principles of Management,AZM,4.30pm-5.55pm,318
Tuesday,BFT,BFT-33,PAT 213,Pattern Drafting II: Intermediate Pattern Lab,AIT,4.30pm-5.55pm,D302L
Tuesday,DBA,BBA-35-C,STS 100,Basic Statistics,MSH3,4.30pm-5.55pm,222
Wednesday,JRN,JRN-34,BPJ 206,Contemporary Bangladesh Affairs,PKS,8.30am-09.55am,D304
Wednesday,CEN,CEN-33,CEN 202,Engineering Materials Sessional,JAB,8.30am-09.55am,CL1
Wednesday,LLB,LLB-33A,COL 351,Company Law,ABT,8.30am-09.55am,117
Wednesday,LLB,LLB-30,DAC 458,"Drafting, Conveyancing",MRI3,8.30am-09.55am,315
Wednesday,DBA,BBA-29-E,MGT 303,Operation & Management of NGOs,MAR2,8.30am-09.55am,113
Wednesday,EEE,EEE-32,EEE 323,EEE 323 Communication Theory,AJI,8.30am-09.55am,D201L
Wednesday,ENG,ENG-35+36,ELIT 528,"South Asian, Carib. and Afr. Lit. in English I",RKM,8.30am-09.55am,221
Wednesday,CEN,CEN-34,ENG 104,Technical Writing,MMR2,8.30am-09.55am,D102L
Wednesday,ENG,ENG-35,ENL 103,Elizabethan Drama,AHF,8.30am-09.55am,219
Wednesday,ENG,ENG-30B,ENL 406,Classics in Translation II,MMI,8.30am-09.55am,204
Wednesday,ENG,ENG-30A,ENL 407,20th Century Literature II,MFT,8.30am-09.55am,D305
Wednesday,ENG,ENG-33B,HIS 203,General History and Western History Highlights,MFC2,8.30am-09.55am,211
Wednesday,DBA,BBA-33-B,HUM-100,Bangladesh Studies,FSC,8.30am-09.55am,112
Wednesday,JRN,JRN-35,BPJ 201,News Gathering and Writing,MPC2,8.30am-09.55am,307
Wednesday,LLB,LLB-36B,JUR 152,Jurisprudence,RRS,8.30am-09.55am,111
Wednesday,LLB,LLB-34B,LIL 254,Labor & Industrial Law,MSH4,8.30am-09.55am,112
Wednesday,LLB,LLB-35A,HUM 100,Bangladesh Studies.,MSW,8.30am-09.55am,118
Wednesday,LLM,LLM-36,SLH414,South Asian Legal History,MSA,8.30am-09.55am,B205
Wednesday,DBA,BBA-34-C,STS 200,Business Statistics,MSH3,8.30am-09.55am,119
Wednesday,DBA,BBA-32-B,ACC 300,Auditing,MSS2,10.00am-11.25am,213
Wednesday,BFT,BFT-32,KMT 311,Knitwear Design I: Fully Fas.,ZBS,10.00am-11.25am,D302L
Wednesday,BFT,BFT-31,QLT 411,Apparel Quality Control Management,PMA,10.00am-11.25am,B204
Wednesday,JRN,JRN-35,BPJ 201,News Gathering and Writing,MPC2,10.00am-11.25am,MLAB
Wednesday,BTE,BTE-34,HUM 100,Bangladesh Studies,ASR,10.00am-11.25am,204
Wednesday,BTE,BTE-35-D,HUM 100,Bangladesh Studies,MSW,10.00am-11.25am,318
Wednesday,BFT,BFT-31,CAD 322,CAD I Lab,MAI2,10.00am-11.25am,223L
Wednesday,BFT,BFT-30,CAD 412,CAD II Lab,MAI2,10.00am-11.25am,223L
Wednesday,BTE,BTE-34,CEN 201,Engineering Materials,CMA,10.00am-11.25am,D 104 L
Wednesday,CEN,CEN-34,CEN 203,Engineering Geology & Geomorphology,JAB,10.00am-11.25am,D102L
Wednesday,CEN,CEN-33,CEN 262,Fluid Mechanics Sessional,SMA,10.00am-11.25am,D102L
Wednesday,CEN,CEN-31,CEN 311,Structural Analysis and Design I,MMS2,10.00am-11.25am,CL1
Wednesday,CSE,CSE-34-B,CSE 213,Digital logic Design,CF-1(NEW),10.00am-11.25am,214
Wednesday,CSE,CSE 32-D-B,CSE 315,System Analysis and Design,MEC,10.00am-11.25am,116
Wednesday,CSE,CSE-31-D-B,CSE 317,Theory of Computing,CF-4 (New),10.00am-11.25am,111
Wednesday,CSE,CSE 31-D-C,CSE 333,Com. Peripherals and Interfacing,CF-1 (New),10.00am-11.25am,113
Wednesday,DBA,BBA-29-A,MGT 302,Entrepreneurship & Small Business,MRS2,10.00am-11.25am,117
Wednesday,DBA ,BBA-35-C,ECO 100,Micro Economics,MRS2,10.00am-11.25am,208
Wednesday,ENG,ENG-30B,ECO 100,Economics,MKM,10.00am-11.25am,D305
Wednesday,EEE,EEE-32,BUS 317,BUS 317 Industrial Management,AJI,10.00am-11.25am,D201L
Wednesday,EEE,EEE-35,EEE 122,Electrical Circuit Lab,MSM,10.00am-11.25am,301L
Wednesday,EEE,EEE-34,EEE 224,Electronics Lab,DKC,10.00am-11.25am,304L
Wednesday,ENG,ENG-35+36,ELIT 528,"South Asian, Caribbean and Afr. Liter. in Eng. I",RKM,10.00am-11.25am,221
Wednesday,DBA,BBA-34-C,ENG 200,Advanced Reading Strategy & Writing,MFC2,10.00am-11.25am,211
Wednesday,BFT,BFT-35,ENG 200,Advanced reading strategies and writing,MIA,10.00am-11.25am,111
Wednesday,ENG,ENG-35,ENG 200,Advanced Reading Strategy & Writing,SKT,10.00am-11.25am,219
Wednesday,ENG,ENG-33B,ENL 303,American Literature I,MTA,10.00am-11.25am,211
Wednesday,ENG,ENG-30A,ENL 406,Classics in Translation II,MMI,10.00am-11.25am,118
Wednesday,DBA,BBA-34-B,FIN 200,Principles of Business Finance,MFA,10.00am-11.25am,315
Wednesday,DBA,BBA-34-B,FIN 201,Principles of Insurance,MJN,10.00am-11.25am,110
Wednesday,DBA,BBA-31-B,FIN 301,Law & Practices of Banking,MWA,10.00am-11.25am,308
Wednesday,DBA,BBA-30-C,FIN 302,Financial Market and Institution,MFR,10.00am-11.25am,206
Wednesday,CEN,CEN-35,HUM 113,Economics,AZM,10.00am-11.25am,CL2
Wednesday,BFT,BFT-34,HUM 311,Bangladesh Studies,KCB,10.00am-11.25am,D305
Wednesday,DBA,BBA-33-E,HUM-100,Bangladesh Studies,FSC,10.00am-11.25am,214
Wednesday,LLB,LLB-28,ITL 360,International Trade Law,ABT,10.00am-11.25am,D301
Wednesday,JRN,JRN-34,BPJ 400,Environment and Climate Change,MSZ,10.00am-11.25am,D304
Wednesday,LLM,LLM-36,LHR 425,Law of Human Rights,MAT2,10.00am-11.25am,307
Wednesday,LLB,LLB-35A,MUL 154,Muslim law.,MZK,10.00am-11.25am,117
Wednesday,LLB,LLB-34B,LOC155,Law of Contract,MSA,10.00am-11.25am,310
Wednesday,LLB,LLB-29,LRM 462,Legal Research Methodology,MAP,10.00am-11.25am,305
Wednesday,LLB,LLB-30,LRM462,Legal Research Methodology,MSH4,10.00am-11.25am,312
Wednesday,DBA,BBA-35-A,MAT 100,Business Mathematics I,NKC,10.00am-11.25am,110
Wednesday,CSE,CSE 31-D-B,MATH 335,Mathematical and Probabilistic Analysis,ARS,10.00am-11.25am,112
Wednesday,EEE,EEE-36,Math 115,Differential and Integral Calculus,SRA,10.00am-11.25am,B205
Wednesday,DBA,BBA-33-C,MGT 201,Organ. Behavior,DUG,10.00am-11.25am,215
Wednesday,DBA,BBA-32-C,MGT 301,Human Resource Management,MPC,10.00am-11.25am,212
Wednesday,DBA,BBA-29-E,MGT 302,Entrepreneurship & Small Business,MIA2,10.00am-11.25am,308
Wednesday,DBA,BBA-29-D,MGT 303,Operation & Management of NGOs,MAR2,10.00am-11.25am,312
Wednesday,LLB,LLB-36B,MIS-100,Com. Concept.,MAH3,10.00am-11.25am,315
Wednesday,DBA,BBA-36-B,MKT 200,Principles of Marketing,MRC,10.00am-11.25am,218
Wednesday,DBA,BBA-33-E,MKT 300,Marketing Management,MRC,10.00am-11.25am,306
Wednesday,BFT,BFT-33,PAT 213,Pattern Drafting II: Intermediate Pattern Lab,AIT,10.00am-11.25am,D302L
Wednesday,CEN,CEN-36,PHY 111,Physics I,MMU,10.00am-11.25am,109L
Wednesday,BTE,BTE-36-D,TEX 111,Textile Raw Materials-l,NTH,10.00am-11.25am,221
Wednesday,BTE,BTE-35-D,TEX 124,Polymer Science,ADB,10.00am-11.25am,218
Wednesday,BTE,BTE-32,TEX 315,Textile Testing & Quality Control-ll,MTJ,10.00am-11.25am,D104L
Wednesday,BTE,BTE-32,TEX 316,Textile Testing & Quality Control-ll Lab,MTJ,10.00am-11.25am,101L
Wednesday,BTE,BTE-30-WPE,TEX 486,Wet Processing Engineering -IV Lab,MIK,10.00am-11.25am,302 L
Wednesday,BTE,BTE-30-WPE,TEX 487,Application of Com. in WPT,KSM,10.00am-11.25am,302 L
Wednesday,BTE,BTE-30-AME,TEX 492,Apparel Manufacturing Engineering -III,MSS,10.00am-11.25am,101L
Wednesday,BTE,BTE-30-AME,TEX 492,Apparel Manufacturing Engineering -III,MSS,10.00am-11.25am,C 602 L
Wednesday,DBA,BBA-32-A,ACC 301,Management Accounting,MPS,11.30am-12.55pm,206
Wednesday,BFT,BFT-36,ENG 101,English Composition,MMR2,11.30am-12.55pm,117
Wednesday,JRN,JRN-33,BPJ 209,Statistics,MSH,11.30am-12.55pm,D304
Wednesday,JRN,JRN-34,BPJ 400,Environment and Climate Change,MSZ,11.30am-12.55pm,221
Wednesday,BTE,BTE-36-D,ENG 101,Composition,MTM,11.30am-12.55pm,307
Wednesday,DBA,BBA-30-C,BUS 201,Business Law,MIA2,11.30am-12.55pm,215
Wednesday,BFT,BFT-31,CAD 322,CAD I Lab,MAI2,11.30am-12.55pm,223L
Wednesday,CEN,CEN-36,CEN 103,Surveying,MMS2,11.30am-12.55pm,215
Wednesday,CEN,CEN-33,CEN 262,Fluid Mechanics Sessional,SMA,11.30am-12.55pm,D102L
Wednesday,CEN,CEN-31,CEN 333,Environmental Engineering-II,MSH2,11.30am-12.55pm,CL1
Wednesday,CEN,CEN-30,CEN 432,Environmental Engineering Sessional II,JAB,11.30am-12.55pm,CL2
Wednesday,LLB,LLB-28,CLO 356,Comparative law,SSC,11.30am-12.55pm,D301
Wednesday,CSE,CSE 34-D-B,CSE 217,Data Structure,DKI,11.30am-12.55pm,306
Wednesday,DBA,BBA-29-D,MGT 302,Entrepreneurship & Small Business,MRS2,11.30am-12.55pm,119
Wednesday,EEE,EEE-35,EEE 122,Electrical Circuit Lab,MSM,11.30am-12.55pm,301L
Wednesday,EEE,EEE-34,EEE 224,Electronics Lab,DKC,11.30am-12.55pm,304L
Wednesday,ENG,ENG-30A,ECO 100,Economics,MKM,11.30am-12.55pm,310
Wednesday,LLB,LLB-36B,ENG 101,Composition,MFT,11.30am-12.55pm,222
Wednesday,DBA,BBA-35-A,ENG-102,Public Speaking,MBS,11.30am-12.55pm,219
Wednesday,ENG,ENG-34,ENG200,Advanced Reading Strategy & Writing,AHF,11.30am-12.55pm,119
Wednesday,ENG,ENG-30B,ENL 405,Literary Theory II,MHC,11.30am-12.55pm,B204
Wednesday,DBA,BBA-32-B,FIN 300,Financial Management,MMM,11.30am-12.55pm,222
Wednesday,BTE,BTE-33,HUM 100,Bangladesh Studies,KCB,11.30am-12.55pm,D104
Wednesday,JRN,JRN-28,BPJ 408,Public Affairs Reporting,MPC2,11.30am-12.55pm,MLAB
Wednesday,BFT,BFT-32,KMT 311,Knitwear Design I: Fully Fas.,ZBS,11.30am-12.55pm,221
Wednesday,LLB,LLB-30,CRP 454,Code of Criminal Procedure II.,MZK,11.30am-12.55pm,206
Wednesday,LLB,LLB-35A,LOT 156,Law of Torts,MAP,11.30am-12.55pm,307
Wednesday,DBA,BBA-35-B,MAT 100,Business Mathematics I,FAH,11.30am-12.55pm,312
Wednesday,CEN,CEN-35,MATH 121,Mathematics II,MOG,11.30am-12.55pm,109L
Wednesday,CEN,CEN-34,MATH 231,Differential Equations,FAH,11.30am-12.55pm,204
Wednesday,CSE,CSE 33-D-C,Math 325,Diff. Eqn and Fourier Analysis,SRA,11.30am-12.55pm,213
Wednesday,CSE,CSE 32-D-B,Math 415,Numerical Analysis,MSR,11.30am-12.55pm,305
Wednesday,BTE,BTE-35-D,MECH 121,Mechanics of Materials,CMA,11.30am-12.55pm,318
Wednesday,LLB,LLB-33A,MEL 352,Mercantile Law-,MSH4,11.30am-12.55pm,118
Wednesday,DBA,BBA-33-E,MGT 201,Organ. Behavior,MAN,11.30am-12.55pm,110
Wednesday,DBA,BBA-29-A,MGT 302,Entrepreneurship & Small Business,MHF,11.30am-12.55pm,B204
Wednesday,DBA,BBA-32-D,MGT 302,Entrepreneurship & Small Business,MKM,11.30am-12.55pm,214
Wednesday,ENG,ENG-32B,MKT 200,Principles of Marketing,AZM,11.30am-12.55pm,212
Wednesday,DBA,BBA-33-C,MKT 300,Marketing Management,MRC,11.30am-12.55pm,218
Wednesday,BFT,BFT-33 B,PAT 212,Draping I: Basic Foundation (Theory+Lab),MFC,11.30am-12.55pm,D105L
Wednesday,BFT,BFT-30,PAT 321,Sustainable Design (Theory+Lab),SNA,11.30am-12.55pm,C510L
Wednesday,EEE,EEE-36,PHY 111,PHYSICS-I,MMU,11.30am-12.55pm,B205
Wednesday,BTE,BTE-32,TEX 314,Fabric Manufacturing Engineering-II Lab,ADB,11.30am-12.55pm,101 L
Wednesday,BTE,BTE-30-WPE,TEX 485,Wet Processing Engineering -IV,MIK,11.30am-12.55pm,302 L
Wednesday,DBA,BBA-31-C,ACC 302,Taxation,MPS,1.30pm-02.55pm,214
Wednesday,ENG,ENG-33B,ACC-100,Financial Accounting,MSS2,1.30pm-02.55pm,208
Wednesday,BFT,BFT-33,BUS 215,Micro Economic,MNT,1.30pm-02.55pm,D105L
Wednesday,JRN,JRN-33,BPJ 304,Electronic Journalism,TAE,1.30pm-02.55pm,D305
Wednesday,JRN,JRN-32,BPJ 310,Environmental Reporting,MDA,1.30pm-02.55pm,D304
Wednesday,BTE,BTE-30-WPE,TEX 485,Wet Processing Engineering -IV,MIK,1.30pm-02.55pm,302 L
Wednesday,BFT,BFT-35,BUS 121,Principles of Accounting,MSS2,1.30pm-02.55pm,116
Wednesday,BFT,BFT-30+31,BUS 221,Consumer Behavior,AZM,1.30pm-02.55pm,308
Wednesday,CEN,CEN-34,CEN 201,Engineering Materials,MSH2,1.30pm-02.55pm,D102L
Wednesday,CEN,CEN-31,CEN 343,Geotechnical Engineering II,ADA,1.30pm-02.55pm,CL1
Wednesday,CEN,CEN-29,CEN 451,Transportation Engineering III,MAT,1.30pm-02.55pm,CL2
Wednesday,CSE,CSE 34-D-A,CSE 217,Data Structure,DKI,1.30pm-02.55pm,113
Wednesday,CSE,CSE 33-D-C,CSE 227,Algorithm,MMB,1.30pm-02.55pm,116
Wednesday,CSE,CSE 31-D-C,CSE 321,Software Engineering,MFA2,1.30pm-02.55pm,112
Wednesday,CSE,CSE 30-D-B,CSE 331,Pattern Recognition,MSD,1.30pm-02.55pm,211
Wednesday,CSE,CSE 28-D-A,CSE-423,Simulation & Modeling,MAA (GT),1.30pm-02.55pm,318
Wednesday,LLB,LLB-30,DAC 458,"Drafting, Conveyancing",MRI3,1.30pm-02.55pm,315
Wednesday,DBA,BBA-35-A,ENG 102,Public Speaking,MBS,1.30pm-02.55pm,110
Wednesday,DBA,BBA-33-C,ECO 200,Macro Economics,MPC,1.30pm-02.55pm,213
Wednesday,EEE,EEE-35,CHEM-112,Chemistry Lab,MJA,1.30pm-02.55pm,216L
Wednesday,CEN,CEN-36,EEE 101,Basic Electrical Technology,MZN,1.30pm-02.55pm,D101L
Wednesday,ENG,ENG-35+36,ELIT 527,American Literature,MIA,1.30pm-02.55pm,213
Wednesday,CSE,CSE 36-B,ENG 101,Composition,SKT,1.30pm-02.55pm,306
Wednesday,EEE,EEE-36,ENG 101,Composition,MGJ,1.30pm-02.55pm,B205
Wednesday,DBA,BBA-35-B,ENG 102,Public Speaking,MRF,1.30pm-02.55pm,312
Wednesday,ENG,ENG-30B,ENG 201,Technical Writing,MAY,1.30pm-02.55pm,212
Wednesday,ENG,ENG-32B,ENL 302,19th Century Literature – I,MJA3,1.30pm-02.55pm,204
Wednesday,ENG,ENG-33A,ENL 303,American Literature I,MTA,1.30pm-02.55pm,211
Wednesday,BFT,BFT-34,FASH 321,Fas. History II,MFC,1.30pm-02.55pm,C510L
Wednesday,DBA,BBA-32-A,FIN 300,Financial Management,MMM,1.30pm-02.55pm,212
Wednesday,JRN,JRN 28,BPJ 408,Public Affairs Reporting,MPC2,1.30pm-02.55pm,MLAB
Wednesday,LLB,LLB-32B,LAB 354,Land Laws of Bangladesh,SSC,1.30pm-02.55pm,D301
Wednesday,LLB,LLB-31,CPC 357,Code of Civil Procedure II,RRS,1.30pm-02.55pm,310
Wednesday,CEN,CEN-33,MATH 235,Vector Analysis and Statistics,NKC,1.30pm-02.55pm,109L
Wednesday,CSE,CSE 31-D-B,MATH 335,Mathematical and Probabilistic Analysis,ARS,1.30pm-02.55pm,111
Wednesday,BTE,BTE-35-D,MECH 121,Mechanics of Materials,CMA,1.30pm-02.55pm,310
Wednesday,DBA,BBA-32-C,MGT 302,Entrepreneurship & Small Business,MIA2,1.30pm-02.55pm,112
Wednesday,DBA,BBA-30-B,MGT 303,Operation and management of NGOs,DUG,1.30pm-02.55pm,215
Wednesday,BFT,BFT-32,PAT 328,Knitwear Pattern Drafting Lab,SNA,1.30pm-02.55pm,D302L
Wednesday,LLB,LLB-32A,PDR 355,Law of Reg. and Rec. of Pub. Dem. -,MSH4,1.30pm-02.55pm,118
Wednesday,LLB,LLB-33B,SRA 255,Specific Relief Act & Law of Limitation.,MZK,1.30pm-02.55pm,308
Wednesday,CSE,CSE 34-D-B,STAT 235,Statistics,MSH,1.30pm-02.55pm,305
Wednesday,DBA,BBA-34-B,STS 200,Business Statistics,MAIS,1.30pm-02.55pm,222
Wednesday,BTE,BTE-33,TEX 311,Yarn Manufacturing Engineering-ll,MSM2,1.30pm-02.55pm,101L
Wednesday,DBA,BBA-32-B,ACC 301,Management Accounting,MSK,3.00pm-4.25pm,212
Wednesday,BFT,BFT-32,PAT 328,Knitwear Pattern Drafting Lab,SNA,3.00pm-4.25pm,D302L
Wednesday,JRN,JRN-33,BPJ 305,Mass Communication,TAE,3.00pm-4.25pm,B304
Wednesday,BTE,BTE-36-D,PHY 112,Physics-l Lab,MAH,3.00pm-4.25pm,220-L
Wednesday,SBA,BBA-30-B,BUS 201,Business Law,MSS2,3.00pm-4.25pm,214
Wednesday,CEN,CEN-31,CEN 332,Environmental Engineering Sessional-I,ADA,3.00pm-4.25pm,D101L
Wednesday,CEN,CEN-32,CEN 341,Geotechnical Engineering I,MPH,3.00pm-4.25pm,109L
Wednesday,CEN,CEN-30,CEN 411,Structural Analysis and Design III,MRA3,3.00pm-4.25pm,D102L
Wednesday,CEN,CEN-29,CEN 431,Environmental Engineering III,MJA2,3.00pm-4.25pm,CL1
Wednesday,CEN,CEN-28,CEN 452,Transportation Engineering Sessional II,MAT,3.00pm-4.25pm,CL2
Wednesday,BFT,BFT-35,CHEM 111,Chemistry,MSA5,3.00pm-4.25pm,116
Wednesday,EEE,EEE-35,CHEM-112,Chemistry Lab,MJA,3.00pm-4.25pm,216L
Wednesday,LLB,LLB-32A,CPC 353,Code of Civil Procedure I,MRI3,3.00pm-4.25pm,307
Wednesday,CSE,CSE 34-D-A,CSE 213,Digital Logic Design,MTA2,3.00pm-4.25pm,111
Wednesday,CSE,CSE-33B,CSE 233,Com. Organization and Architecture,MTA4,3.00pm-4.25pm,208
Wednesday,DBA,BBA-29-C,MGT 302,Entrepreneurship & Small Business,MMR3,3.00pm-4.25pm,307
Wednesday,EEE,EEE-34,BUS 227,Financial & Managerial Accounting,MSK,3.00pm-4.25pm,119
Wednesday,EEE,EEE-36,EEE 111,Electrical Circuit I,MZN,3.00pm-4.25pm,105L
